transaction_number,maker,checker,status,type,capture_date,sla,team,score
448762,Name 9,Name 5,True,Master Deal,2025-10-16,1,Team A,100
153682,Name 5,Name 3,True,Single Deal,2025-10-16,1,Team A,100
410152,Name 7,Name 1,True,Single Deal,2025-10-17,2,Team A,100
441288,Name 9,Name 3,True,Single Deal,2025-10-17,1,Team A,100
921185,Name 11,Name 13,True,Single Deal,2025-10-17,2,Team B,99
966042,Name 12,Name 11,True,Single Deal,2025-10-17,1,Team B,100
516798,Name 9,Name 5,True,Single Deal,2025-10-18,4,Team A,100
907180,Name 10,Name 13,True,Single Deal,2025-10-18,2,Team B,98
303071,Name 11,Name 13,True,Single Deal,2025-10-18,2,Team B,99
442945,Name 9,Name 3,True,Single Deal,2025-10-19,2,Team A,99
769615,Name 12,Name 13,True,Single Deal,2025-10-19,1,Team B,100
141750,Name 11,Name 13,True,Single Deal,2025-10-19,2,Team B,100
688971,Name 8,Name 7,True,Single Deal,2025-10-19,2,Team A,100
843588,Name 6,Name 3,True,Single Deal,2025-10-20,5,Team A,100
282366,Name 13,Name 14,True,Single Deal,2025-10-20,1,Team B,100
132415,Name 8,Name 4,True,Master Deal,2025-10-21,1,Team A,99
848967,Name 5,Name 3,True,Master Deal,2025-10-21,5,Team A,100
158572,Name 11,Name 14,True,Single Deal,2025-10-21,3,Team B,99
456705,Name 5,Name 9,True,Master Deal,2025-10-22,1,Team A,100
125455,Name 4,Name 3,True,Single Deal,2025-10-22,1,Team A,99
382194,Name 2,Name 9,True,Single Deal,2025-10-22,2,Team A,100
601943,Name 3,Name 9,True,Master Deal,2025-10-22,1,Team A,100
631331,Name 3,Name 1,True,Single Deal,2025-10-22,1,Team A,100
939153,Name 2,Name 9,True,Single Deal,2025-10-22,1,Team A,99
226956,Name 4,Name 2,True,Master Deal,2025-10-23,1,Team A,100
615753,Name 8,Name 2,True,Single Deal,2025-10-23,1,Team A,100
638177,Name 10,Name 13,True,Single Deal,2025-10-23,1,Team B,100
580126,Name 11,Name 13,True,Single Deal,2025-10-23,1,Team B,100
572665,Name 13,Name 12,True,Single Deal,2025-10-23,4,Team B,100
513990,Name 12,Name 13,True,Single Deal,2025-10-24,1,Team B,98
719682,Name 1,Name 9,True,Single Deal,2025-10-25,1,Team A,100
421447,Name 7,Name 6,True,Master Deal,2025-10-25,1,Team A,100
506349,Name 1,Name 3,True,Single Deal,2025-10-26,2,Team A,100
620760,Name 9,Name 8,True,Single Deal,2025-10-26,1,Team A,100
430583,Name 11,Name 14,True,Master Deal,2025-10-26,2,Team B,98
124969,Name 11,Name 14,True,Single Deal,2025-10-26,1,Team B,100
146675,Name 1,Name 4,True,Single Deal,2025-10-27,3,Team A,100
520577,Name 6,Name 7,True,Single Deal,2025-10-27,1,Team A,99
181114,Name 14,Name 11,True,Single Deal,2025-10-27,2,Team B,100
785233,Name 14,Name 10,True,Single Deal,2025-10-27,3,Team B,100
143926,Name 10,Name 13,True,Single Deal,2025-10-28,3,Team B,100
673700,Name 1,Name 2,True,Master Deal,2025-10-28,1,Team A,100
715644,Name 10,Name 12,True,Single Deal,2025-10-28,1,Team B,98
798687,Name 4,Name 3,True,Single Deal,2025-10-28,2,Team A,100
668609,Name 4,Name 2,True,Master Deal,2025-10-29,2,Team A,99
832133,Name 13,Name 12,True,Master Deal,2025-10-29,2,Team B,99
563669,Name 2,Name 8,True,Single Deal,2025-10-29,2,Team A,100
601680,Name 1,Name 8,True,Master Deal,2025-10-29,1,Team A,100
506582,Name 11,Name 14,True,Single Deal,2025-10-30,2,Team B,99
976949,Name 8,Name 5,True,Single Deal,2025-10-30,3,Team A,98
267234,Name 2,Name 5,True,Single Deal,2025-10-30,3,Team A,100
365499,Name 11,Name 14,True,Single Deal,2025-11-01,1,Team B,98
367309,Name 12,Name 13,True,Master Deal,2025-11-01,4,Team B,99
325767,Name 8,Name 6,True,Single Deal,2025-11-01,3,Team A,99
949495,Name 11,Name 10,True,Master Deal,2025-11-01,2,Team B,100
236749,Name 14,Name 13,True,Master Deal,2025-11-02,1,Team B,100
524780,Name 9,Name 5,True,Single Deal,2025-11-02,2,Team A,100
179802,Name 3,Name 9,True,Single Deal,2025-11-02,1,Team A,100
889912,Name 9,Name 2,True,Single Deal,2025-11-03,2,Team A,99
140550,Name 7,Name 5,True,Single Deal,2025-11-03,1,Team A,100
491399,Name 11,Name 13,True,Single Deal,2025-11-03,1,Team B,99
301165,Name 3,Name 1,True,Single Deal,2025-11-03,3,Team A,100
526143,Name 11,Name 14,True,Single Deal,2025-11-03,2,Team B,100
877094,Name 13,Name 14,True,Single Deal,2025-11-03,2,Team B,100
666452,Name 14,Name 12,True,Single Deal,2025-11-04,2,Team B,100
360820,Name 7,Name 4,True,Master Deal,2025-11-05,2,Team A,100
674541,Name 6,Name 9,True,Master Deal,2025-11-05,3,Team A,100
750475,Name 5,Name 9,True,Single Deal,2025-11-05,1,Team A,100
538959,Name 4,Name 6,True,Master Deal,2025-11-06,3,Team A,99
211596,Name 8,Name 5,True,Single Deal,2025-11-06,2,Team A,97
100601,Name 11,Name 13,True,Single Deal,2025-11-07,2,Team B,100
815321,Name 6,Name 3,True,Master Deal,2025-11-07,3,Team A,100
965318,Name 8,Name 5,True,Single Deal,2025-11-08,1,Team A,100
596602,Name 5,Name 7,True,Single Deal,2025-11-09,3,Team A,100
817237,Name 4,Name 9,True,Master Deal,2025-11-09,3,Team A,99
913766,Name 9,Name 2,True,Master Deal,2025-11-09,2,Team A,100
463633,Name 8,Name 6,True,Single Deal,2025-11-10,1,Team A,100
955408,Name 12,Name 13,True,Single Deal,2025-11-10,1,Team B,100
768455,Name 3,Name 2,True,Single Deal,2025-11-10,2,Team A,99
788801,Name 5,Name 1,True,Master Deal,2025-11-11,2,Team A,98
695707,Name 1,Name 3,True,Single Deal,2025-11-11,2,Team A,100
912721,Name 4,Name 9,True,Single Deal,2025-11-12,2,Team A,100
923653,Name 5,Name 3,True,Single Deal,2025-11-12,3,Team A,100
130217,Name 14,Name 11,True,Single Deal,2025-11-12,2,Team B,99
553160,Name 2,Name 8,True,Single Deal,2025-11-12,5,Team A,99
954059,Name 12,Name 14,True,Master Deal,2025-11-13,3,Team B,98
847707,Name 7,Name 1,True,Master Deal,2025-11-13,2,Team A,99
270651,Name 4,Name 9,True,Master Deal,2025-11-14,1,Team A,99
171262,Name 5,Name 2,True,Single Deal,2025-11-14,1,Team A,100
196500,Name 2,Name 8,True,Master Deal,2025-11-14,3,Team A,100
378256,Name 3,Name 9,True,Single Deal,2025-11-15,4,Team A,98
704777,Name 8,Name 6,True,Single Deal,2025-11-15,1,Team A,100
556694,Name 8,Name 1,True,Single Deal,2025-11-15,3,Team A,100
260778,Name 12,Name 10,True,Single Deal,2025-11-15,1,Team B,99
203386,Name 11,Name 14,True,Single Deal,2025-11-15,4,Team B,99
589002,Name 3,Name 9,True,Single Deal,2025-11-16,4,Team A,100
109673,Name 1,Name 3,True,Single Deal,2025-11-17,1,Team A,99
851371,Name 5,Name 4,True,Single Deal,2025-11-17,2,Team A,100
916489,Name 4,Name 1,True,Master Deal,2025-11-17,1,Team A,98
194343,Name 12,Name 14,True,Single Deal,2025-11-17,1,Team B,100
315810,Name 9,Name 1,True,Single Deal,2025-11-17,2,Team A,98
298105,Name 3,Name 9,True,Single Deal,2025-11-17,2,Team A,100
455108,Name 2,Name 1,True,Single Deal,2025-11-17,2,Team A,100
859459,Name 1,Name 3,True,Master Deal,2025-11-18,1,Team A,100
884972,Name 13,Name 12,True,Single Deal,2025-11-18,2,Team B,100
620246,Name 5,Name 7,True,Single Deal,2025-11-19,3,Team A,100
605566,Name 13,Name 14,True,Single Deal,2025-11-19,2,Team B,100
382113,Name 10,Name 13,True,Single Deal,2025-11-19,2,Team B,100
453925,Name 4,Name 6,True,Master Deal,2025-11-19,1,Team A,100
956410,Name 14,Name 10,True,Single Deal,2025-11-19,3,Team B,100
470425,Name 8,Name 5,True,Master Deal,2025-11-20,2,Team A,99
606110,Name 4,Name 3,True,Single Deal,2025-11-20,3,Team A,98
256580,Name 14,Name 10,True,Master Deal,2025-11-21,3,Team B,98
776831,Name 12,Name 10,True,Single Deal,2025-11-21,1,Team B,99
837627,Name 2,Name 4,True,Single Deal,2025-11-21,3,Team A,100
674608,Name 7,Name 6,True,Single Deal,2025-11-21,1,Team A,99
757488,Name 5,Name 7,True,Single Deal,2025-11-22,3,Team A,98
764164,Name 4,Name 9,True,Single Deal,2025-11-22,1,Team A,100
927326,Name 10,Name 11,True,Master Deal,2025-11-22,1,Team B,100
796990,Name 14,Name 10,True,Single Deal,2025-11-23,2,Team B,99
470399,Name 4,Name 6,True,Single Deal,2025-11-23,2,Team A,100
501889,Name 14,Name 13,True,Single Deal,2025-11-23,3,Team B,99
567838,Name 8,Name 4,True,Single Deal,2025-11-23,1,Team A,100
309864,Name 11,Name 14,True,Single Deal,2025-11-23,5,Team B,100
844229,Name 14,Name 11,True,Single Deal,2025-11-23,3,Team B,100
389155,Name 13,Name 14,True,Master Deal,2025-11-24,3,Team B,100
138056,Name 6,Name 3,True,Single Deal,2025-11-24,2,Team A,100
131236,Name 3,Name 8,True,Single Deal,2025-11-25,2,Team A,98
283652,Name 3,Name 5,True,Master Deal,2025-11-25,1,Team A,98
975937,Name 14,Name 13,True,Single Deal,2025-11-25,2,Team B,98
603724,Name 7,Name 6,True,Single Deal,2025-11-26,5,Team A,100
811710,Name 8,Name 3,True,Single Deal,2025-11-26,1,Team A,100
314635,Name 2,Name 3,True,Single Deal,2025-11-26,3,Team A,98
996157,Name 2,Name 8,True,Single Deal,2025-11-26,1,Team A,99
390551,Name 12,Name 10,True,Single Deal,2025-11-26,2,Team B,100
543824,Name 13,Name 14,True,Single Deal,2025-11-27,2,Team B,99
201279,Name 4,Name 8,True,Single Deal,2025-11-27,3,Team A,100
726797,Name 14,Name 11,True,Master Deal,2025-11-27,2,Team B,100
970791,Name 1,Name 5,True,Single Deal,2025-11-28,2,Team A,100
711046,Name 8,Name 2,True,Single Deal,2025-11-28,1,Team A,100
597680,Name 14,Name 13,True,Single Deal,2025-11-28,2,Team B,100
252895,Name 12,Name 10,True,Single Deal,2025-11-28,1,Team B,99
408230,Name 8,Name 9,True,Single Deal,2025-11-29,1,Team A,99
660788,Name 9,Name 5,True,Single Deal,2025-11-29,2,Team A,100
390863,Name 5,Name 7,True,Master Deal,2025-11-30,1,Team A,100
190277,Name 14,Name 12,True,Master Deal,2025-11-30,2,Team B,100
301961,Name 7,Name 2,True,Master Deal,2025-11-30,1,Team A,97
537766,Name 2,Name 1,True,Master Deal,2025-11-30,3,Team A,98
994467,Name 13,Name 11,True,Single Deal,2025-12-01,4,Team B,100
499973,Name 11,Name 10,True,Master Deal,2025-12-01,3,Team B,100
619103,Name 11,Name 12,True,Single Deal,2025-12-01,1,Team B,99
848502,Name 8,Name 4,True,Single Deal,2025-12-01,3,Team A,100
796926,Name 13,Name 11,True,Master Deal,2025-12-01,5,Team B,99
143027,Name 10,Name 14,True,Master Deal,2025-12-01,1,Team B,100
273688,Name 11,Name 14,True,Single Deal,2025-12-01,3,Team B,100
297502,Name 6,Name 1,True,Single Deal,2025-12-01,1,Team A,100
677187,Name 5,Name 8,True,Single Deal,2025-12-01,1,Team A,99
710008,Name 9,Name 5,True,Master Deal,2025-12-01,1,Team A,100
918551,Name 12,Name 13,True,Single Deal,2025-12-02,1,Team B,100
272904,Name 7,Name 2,True,Single Deal,2025-12-02,3,Team A,100
170655,Name 11,Name 12,True,Single Deal,2025-12-02,1,Team B,100
417624,Name 1,Name 9,True,Single Deal,2025-12-02,2,Team A,100
515035,Name 4,Name 6,True,Single Deal,2025-12-02,2,Team A,100
618532,Name 14,Name 13,True,Single Deal,2025-12-03,3,Team B,100
746311,Name 11,Name 12,True,Single Deal,2025-12-03,2,Team B,99
822040,Name 5,Name 2,True,Master Deal,2025-12-04,2,Team A,100
732984,Name 2,Name 4,True,Single Deal,2025-12-04,1,Team A,99
994101,Name 5,Name 8,True,Single Deal,2025-12-04,2,Team A,100
888918,Name 1,Name 6,True,Single Deal,2025-12-04,1,Team A,99
986993,Name 5,Name 4,True,Single Deal,2025-12-04,1,Team A,100
938792,Name 14,Name 13,True,Single Deal,2025-12-04,3,Team B,98
591852,Name 7,Name 2,True,Single Deal,2025-12-04,4,Team A,99
713935,Name 1,Name 2,True,Single Deal,2025-12-05,2,Team A,98
346532,Name 14,Name 10,True,Single Deal,2025-12-05,1,Team B,99
937299,Name 11,Name 14,True,Master Deal,2025-12-06,1,Team B,100
961412,Name 8,Name 1,True,Single Deal,2025-12-06,4,Team A,100
976686,Name 5,Name 9,True,Single Deal,2025-12-06,2,Team A,100
100594,Name 14,Name 13,True,Master Deal,2025-12-06,5,Team B,100
577043,Name 9,Name 1,True,Single Deal,2025-12-06,4,Team A,100
316376,Name 6,Name 8,True,Single Deal,2025-12-06,4,Team A,100
616377,Name 1,Name 3,True,Single Deal,2025-12-06,2,Team A,100
980287,Name 2,Name 7,True,Single Deal,2025-12-07,2,Team A,97
636283,Name 8,Name 5,True,Single Deal,2025-12-07,1,Team A,100
663513,Name 14,Name 11,True,Master Deal,2025-12-07,5,Team B,99
169264,Name 6,Name 7,True,Single Deal,2025-12-07,2,Team A,100
554461,Name 4,Name 6,True,Master Deal,2025-12-07,1,Team A,98
601508,Name 7,Name 6,True,Master Deal,2025-12-07,2,Team A,100
771580,Name 7,Name 8,True,Master Deal,2025-12-07,1,Team A,100
924584,Name 11,Name 12,True,Single Deal,2025-12-07,1,Team B,99
376729,Name 10,Name 12,True,Single Deal,2025-12-07,1,Team B,100
583694,Name 9,Name 8,True,Single Deal,2025-12-07,3,Team A,99
849461,Name 5,Name 8,True,Single Deal,2025-12-07,5,Team A,100
557067,Name 3,Name 1,True,Single Deal,2025-12-08,3,Team A,98
362433,Name 6,Name 7,True,Single Deal,2025-12-08,2,Team A,100
540919,Name 3,Name 7,True,Single Deal,2025-12-08,3,Team A,98
317192,Name 9,Name 6,True,Single Deal,2025-12-08,2,Team A,99
489307,Name 14,Name 11,True,Single Deal,2025-12-08,3,Team B,99
447302,Name 8,Name 4,True,Single Deal,2025-12-08,3,Team A,99
685701,Name 1,Name 9,True,Master Deal,2025-12-08,2,Team A,99
875643,Name 1,Name 5,True,Master Deal,2025-12-08,2,Team A,100
907759,Name 5,Name 4,True,Master Deal,2025-12-08,5,Team A,100
507923,Name 13,Name 11,True,Single Deal,2025-12-08,4,Team B,100
252096,Name 10,Name 13,True,Single Deal,2025-12-08,3,Team B,99
880195,Name 13,Name 11,True,Master Deal,2025-12-09,2,Team B,98
931169,Name 4,Name 1,True,Master Deal,2025-12-09,2,Team A,100
756531,Name 12,Name 11,True,Single Deal,2025-12-09,3,Team B,100
329737,Name 10,Name 12,True,Single Deal,2025-12-09,5,Team B,100
845920,Name 14,Name 11,True,Master Deal,2025-12-09,2,Team B,97
566266,Name 14,Name 11,True,Single Deal,2025-12-09,1,Team B,100
447553,Name 10,Name 14,True,Single Deal,2025-12-10,3,Team B,98
998803,Name 5,Name 7,True,Single Deal,2025-12-10,1,Team A,100
687993,Name 1,Name 2,True,Master Deal,2025-12-10,2,Team A,99
206470,Name 6,Name 2,True,Master Deal,2025-12-10,2,Team A,99
609877,Name 4,Name 5,True,Single Deal,2025-12-10,1,Team A,100
444745,Name 9,Name 3,True,Single Deal,2025-12-10,2,Team A,99
661258,Name 11,Name 10,True,Single Deal,2025-12-10,1,Team B,100
514146,Name 8,Name 7,True,Single Deal,2025-12-11,4,Team A,100
402982,Name 9,Name 5,True,Single Deal,2025-12-11,2,Team A,100
833943,Name 7,Name 4,True,Single Deal,2025-12-11,2,Team A,100
530552,Name 5,Name 3,True,Master Deal,2025-12-11,1,Team A,100
225246,Name 13,Name 10,True,Single Deal,2025-12-11,4,Team B,100
577052,Name 1,Name 8,True,Master Deal,2025-12-11,2,Team A,99
285846,Name 13,Name 11,True,Single Deal,2025-12-11,3,Team B,99
727099,Name 8,Name 2,True,Single Deal,2025-12-11,2,Team A,98
142513,Name 10,Name 12,True,Single Deal,2025-12-12,1,Team B,100
507759,Name 14,Name 10,True,Master Deal,2025-12-12,3,Team B,100
378607,Name 12,Name 14,True,Single Deal,2025-12-13,2,Team B,100
520821,Name 12,Name 10,True,Single Deal,2025-12-13,1,Team B,99
699425,Name 3,Name 2,True,Single Deal,2025-12-13,1,Team A,98
641837,Name 6,Name 5,True,Single Deal,2025-12-13,3,Team A,100
136010,Name 7,Name 4,True,Single Deal,2025-12-13,8,Team A,100
592075,Name 9,Name 6,True,Single Deal,2025-12-13,2,Team A,98
673629,Name 11,Name 12,True,Single Deal,2025-12-14,1,Team B,100
839935,Name 12,Name 10,True,Master Deal,2025-12-14,6,Team B,100
350887,Name 4,Name 9,True,Master Deal,2025-12-14,2,Team A,97
938966,Name 10,Name 11,True,Master Deal,2025-12-14,1,Team B,98
446659,Name 1,Name 7,True,Master Deal,2025-12-14,2,Team A,100
819301,Name 4,Name 6,True,Master Deal,2025-12-14,2,Team A,98
679459,Name 1,Name 3,True,Single Deal,2025-12-15,1,Team A,100
623107,Name 12,Name 14,True,Single Deal,2025-12-15,2,Team B,98
481901,Name 7,Name 4,True,Single Deal,2025-12-15,2,Team A,100
271869,Name 11,Name 13,True,Single Deal,2025-12-15,2,Team B,100
125598,Name 1,Name 5,True,Single Deal,2025-12-15,3,Team A,99
847237,Name 8,Name 9,True,Single Deal,2025-12-15,2,Team A,100
418107,Name 7,Name 9,True,Single Deal,2025-12-15,1,Team A,100
693659,Name 8,Name 3,True,Master Deal,2025-12-16,3,Team A,100
890011,Name 10,Name 12,True,Single Deal,2025-12-16,3,Team B,100
949717,Name 8,Name 9,True,Single Deal,2025-12-16,2,Team A,98
941368,Name 11,Name 12,True,Single Deal,2025-12-16,5,Team B,100
690590,Name 7,Name 2,True,Single Deal,2025-12-16,2,Team A,98
132548,Name 9,Name 8,True,Single Deal,2025-12-16,3,Team A,98
880494,Name 14,Name 11,True,Single Deal,2025-12-17,7,Team B,100
449999,Name 5,Name 4,True,Single Deal,2025-12-17,1,Team A,99
254319,Name 11,Name 12,True,Single Deal,2025-12-17,3,Team B,100
511704,Name 8,Name 4,True,Single Deal,2025-12-17,2,Team A,100
796292,Name 7,Name 4,True,Single Deal,2025-12-17,2,Team A,100
573116,Name 2,Name 3,True,Master Deal,2025-12-17,1,Team A,100
783051,Name 6,Name 9,True,Single Deal,2025-12-17,1,Team A,100
442406,Name 1,Name 9,True,Single Deal,2025-12-17,1,Team A,100
392042,Name 11,Name 14,True,Single Deal,2025-12-17,2,Team B,100
575110,Name 2,Name 4,True,Single Deal,2025-12-17,4,Team A,99
461951,Name 2,Name 4,True,Single Deal,2025-12-18,3,Team A,100
153470,Name 1,Name 6,True,Master Deal,2025-12-18,2,Team A,100
955908,Name 11,Name 12,True,Single Deal,2025-12-18,4,Team B,97
459622,Name 6,Name 5,True,Single Deal,2025-12-18,3,Team A,100
744929,Name 6,Name 1,True,Single Deal,2025-12-18,1,Team A,100
965846,Name 3,Name 2,True,Single Deal,2025-12-19,1,Team A,100
932839,Name 6,Name 5,True,Master Deal,2025-12-19,3,Team A,100
243935,Name 14,Name 13,True,Single Deal,2025-12-19,2,Team B,98
511880,Name 8,Name 3,True,Single Deal,2025-12-20,1,Team A,100
468191,Name 13,Name 11,True,Single Deal,2025-12-20,3,Team B,99
154970,Name 3,Name 1,True,Master Deal,2025-12-20,1,Team A,99
138185,Name 6,Name 7,True,Single Deal,2025-12-20,1,Team A,100
775609,Name 8,Name 5,True,Single Deal,2025-12-20,2,Team A,97
273247,Name 10,Name 14,True,Single Deal,2025-12-20,5,Team B,100
727029,Name 14,Name 11,True,Single Deal,2025-12-20,2,Team B,98
864810,Name 3,Name 1,True,Single Deal,2025-12-20,4,Team A,99
738550,Name 12,Name 14,True,Single Deal,2025-12-21,2,Team B,99
327074,Name 8,Name 2,True,Single Deal,2025-12-21,1,Team A,97
990712,Name 8,Name 5,True,Master Deal,2025-12-21,1,Team A,98
550680,Name 5,Name 2,True,Single Deal,2025-12-21,1,Team A,100
196520,Name 10,Name 11,True,Single Deal,2025-12-21,3,Team B,99
142492,Name 6,Name 4,True,Single Deal,2025-12-22,1,Team A,99
710397,Name 1,Name 6,True,Master Deal,2025-12-22,1,Team A,100
489921,Name 9,Name 5,True,Single Deal,2025-12-22,2,Team A,98
429824,Name 12,Name 10,True,Single Deal,2025-12-22,6,Team B,100
525397,Name 2,Name 1,True,Single Deal,2025-12-22,2,Team A,100
439753,Name 5,Name 4,True,Single Deal,2025-12-23,1,Team A,98
272702,Name 2,Name 8,True,Single Deal,2025-12-23,1,Team A,100
280793,Name 13,Name 14,True,Single Deal,2025-12-23,4,Team B,100
355047,Name 2,Name 8,True,Single Deal,2025-12-23,1,Team A,100
925988,Name 4,Name 8,True,Single Deal,2025-12-23,2,Team A,97
905635,Name 13,Name 12,True,Single Deal,2025-12-24,1,Team B,100
661293,Name 7,Name 9,True,Single Deal,2025-12-24,1,Team A,100
999601,Name 8,Name 1,True,Single Deal,2025-12-24,2,Team A,98
185101,Name 13,Name 10,True,Master Deal,2025-12-25,1,Team B,100
972210,Name 13,Name 14,True,Single Deal,2025-12-25,2,Team B,100
262512,Name 4,Name 1,True,Single Deal,2025-12-25,1,Team A,100
855797,Name 3,Name 6,True,Single Deal,2025-12-25,1,Team A,100
196321,Name 12,Name 14,True,Single Deal,2025-12-25,3,Team B,99
360590,Name 6,Name 5,True,Single Deal,2025-12-25,1,Team A,99
526772,Name 13,Name 12,True,Single Deal,2025-12-25,3,Team B,100
244327,Name 7,Name 9,True,Single Deal,2025-12-25,1,Team A,98
501156,Name 9,Name 4,True,Master Deal,2025-12-26,1,Team A,97
638322,Name 8,Name 6,True,Single Deal,2025-12-26,3,Team A,100
364405,Name 7,Name 9,True,Single Deal,2025-12-26,2,Team A,100
423479,Name 6,Name 1,True,Single Deal,2025-12-27,3,Team A,98
350588,Name 1,Name 7,True,Single Deal,2025-12-27,1,Team A,100
590192,Name 4,Name 5,True,Single Deal,2025-12-27,4,Team A,100
175714,Name 12,Name 13,True,Single Deal,2025-12-27,1,Team B,100
603028,Name 7,Name 8,True,Single Deal,2025-12-27,2,Team A,100
977000,Name 13,Name 11,True,Master Deal,2025-12-27,2,Team B,99
495153,Name 6,Name 8,True,Single Deal,2025-12-27,1,Team A,99
306214,Name 4,Name 3,True,Single Deal,2025-12-28,2,Team A,99
585804,Name 10,Name 13,True,Single Deal,2025-12-28,3,Team B,100
894101,Name 9,Name 3,True,Single Deal,2025-12-28,1,Team A,99
573213,Name 7,Name 4,True,Single Deal,2025-12-28,2,Team A,100
350876,Name 4,Name 3,True,Single Deal,2025-12-29,2,Team A,100
914793,Name 2,Name 5,True,Single Deal,2025-12-29,2,Team A,100
861785,Name 2,Name 1,True,Master Deal,2025-12-29,2,Team A,99
566959,Name 3,Name 6,True,Single Deal,2025-12-29,1,Team A,98
505678,Name 10,Name 12,True,Single Deal,2025-12-30,3,Team B,100
629511,Name 7,Name 4,True,Single Deal,2025-12-30,4,Team A,100
248728,Name 2,Name 7,True,Single Deal,2025-12-30,2,Team A,100
727879,Name 3,Name 6,True,Single Deal,2025-12-30,3,Team A,100
442399,Name 10,Name 12,True,Single Deal,2025-12-30,9,Team B,99
635696,Name 12,Name 11,True,Single Deal,2025-12-30,2,Team B,100
375540,Name 3,Name 4,True,Master Deal,2025-12-31,2,Team A,99
577358,Name 10,Name 12,True,Master Deal,2025-12-31,3,Team B,99
340654,Name 12,Name 14,True,Master Deal,2025-12-31,5,Team B,97
690672,Name 8,Name 7,True,Single Deal,2025-12-31,1,Team A,100
669141,Name 4,Name 8,True,Single Deal,2025-12-31,1,Team A,100
800447,Name 6,Name 3,True,Single Deal,2025-12-31,3,Team A,99
549339,Name 3,Name 6,True,Single Deal,2025-12-31,2,Team A,99
980563,Name 4,Name 8,True,Master Deal,2025-12-31,2,Team A,100
281839,Name 13,Name 10,True,Single Deal,2025-12-31,2,Team B,100
728207,Name 13,Name 14,True,Single Deal,2025-12-31,3,Team B,100
490192,Name 3,Name 4,True,Single Deal,2026-01-01,3,Team A,100
253448,Name 11,Name 14,True,Single Deal,2026-01-01,1,Team B,100
211669,Name 1,Name 6,True,Single Deal,2026-01-02,1,Team A,100
818968,Name 7,Name 8,True,Single Deal,2026-01-03,1,Team A,99
523008,Name 2,Name 8,True,Single Deal,2026-01-03,1,Team A,98
649386,Name 11,Name 10,True,Single Deal,2026-01-03,2,Team B,100
128655,Name 4,Name 1,True,Single Deal,2026-01-04,2,Team A,99
352372,Name 11,Name 13,True,Master Deal,2026-01-04,2,Team B,100
916902,Name 2,Name 3,True,Single Deal,2026-01-04,2,Team A,100
699678,Name 1,Name 3,True,Single Deal,2026-01-04,1,Team A,100
798412,Name 5,Name 9,True,Single Deal,2026-01-04,3,Team A,98
100223,Name 13,Name 11,True,Master Deal,2026-01-04,3,Team B,100
170557,Name 9,Name 4,True,Single Deal,2026-01-04,2,Team A,100
246298,Name 4,Name 8,True,Single Deal,2026-01-04,3,Team A,100
571452,Name 2,Name 7,True,Master Deal,2026-01-05,5,Team A,100
933621,Name 5,Name 9,True,Single Deal,2026-01-05,2,Team A,100
330935,Name 11,Name 10,True,Single Deal,2026-01-05,1,Team B,100
416640,Name 3,Name 4,True,Single Deal,2026-01-05,3,Team A,100
902219,Name 14,Name 11,True,Single Deal,2026-01-06,3,Team B,100
254804,Name 12,Name 10,True,Single Deal,2026-01-06,5,Team B,98
263482,Name 14,Name 13,True,Master Deal,2026-01-07,4,Team B,98
785173,Name 11,Name 10,True,Single Deal,2026-01-07,1,Team B,100
633595,Name 10,Name 12,True,Master Deal,2026-01-07,2,Team B,99
635926,Name 7,Name 1,True,Single Deal,2026-01-08,5,Team A,100
547164,Name 8,Name 7,True,Single Deal,2026-01-09,2,Team A,100
289902,Name 2,Name 6,True,Single Deal,2026-01-09,4,Team A,100
485027,Name 1,Name 9,True,Single Deal,2026-01-09,1,Team A,100
758169,Name 11,Name 10,True,Single Deal,2026-01-10,1,Team B,100
300790,Name 4,Name 3,True,Master Deal,2026-01-10,1,Team A,100
169556,Name 2,Name 3,True,Single Deal,2026-01-11,5,Team A,99
380316,Name 9,Name 7,True,Single Deal,2026-01-11,2,Team A,100
273648,Name 1,Name 3,True,Master Deal,2026-01-12,1,Team A,100
156138,Name 7,Name 3,True,Master Deal,2026-01-12,2,Team A,99
660560,Name 12,Name 11,True,Single Deal,2026-01-13,1,Team B,100
737134,Name 14,Name 10,True,Single Deal,2026-01-13,1,Team B,99
114901,Name 10,Name 12,True,Single Deal,2026-01-14,2,Team B,100
654418,Name 12,Name 10,True,Single Deal,2026-01-14,2,Team B,99
259012,Name 9,Name 3,True,Master Deal,2026-01-14,1,Team A,99
394464,Name 13,Name 10,True,Single Deal,2026-01-14,1,Team B,100
615566,Name 1,Name 6,True,Single Deal,2026-01-15,2,Team A,100
121535,Name 10,Name 14,True,Single Deal,2026-01-16,1,Team B,100
463778,Name 8,Name 4,True,Single Deal,2026-01-16,5,Team A,100
451167,Name 9,Name 7,True,Single Deal,2026-01-16,1,Team A,99
264134,Name 12,Name 11,True,Single Deal,2026-01-16,1,Team B,100
537513,Name 13,Name 10,True,Single Deal,2026-01-17,1,Team B,100
897819,Name 6,Name 5,True,Master Deal,2026-01-17,1,Team A,97
879116,Name 6,Name 9,True,Single Deal,2026-01-17,5,Team A,100
908305,Name 1,Name 8,True,Master Deal,2026-01-18,3,Team A,100
722193,Name 9,Name 6,True,Single Deal,2026-01-19,1,Team A,99
732677,Name 9,Name 4,True,Single Deal,2026-01-19,1,Team A,99
854038,Name 14,Name 10,True,Single Deal,2026-01-20,1,Team B,98
